Frame,Median Fitness,Mean Fitness,Maximum Fitness,Median Age,Median Health,Population
503,442.72293,1187.734,8219.092,275,1.6099015,44
504,1256.8582,1215.4484,8222.719,279,4.504868,43
505,1254.3629,1220.6671,8226.297,280,4.4798675,43
506,1251.8176,1255.6356,8229.824,281,4.454867,42
507,1249.2223,1253.3932,8233.302,282,4.4298663,42
508,1289.027,1255.6075,8236.7295,283,4.554866,42
509,914.82825,1285.9065,8240.107,325,2.814856,41
510,909.49286,1289.0021,8243.435,326,2.7898555,41
511,953.1576,1291.4147,8323.662,327,2.914855,41
512,1278.5459,1260.1326,8327.04,287,4.4548635,42
513,1275.8005,1261.3843,8330.367,288,4.429863,42
514,1273.0052,1265.1029,8333.645,289,4.4048624,42
515,1313.6599,1267.2852,8336.872,290,4.529862,42
516,1310.9147,1258.2904,8340.05,291,4.5048614,42
517,1308.1194,1257.8597,8343.178,292,4.479861,42
518,1305.274,1257.8115,8346.256,293,4.45486,42
519,1302.3788,1228.6262,8349.283,294,4.4298596,43
520,1299.4335,1222.5707,8352.261,295,4.404859,43
521,1296.4381,1227.9575,8355.187,296,4.3798585,43
522,1293.3928,1230.5564,8358.062,297,4.354858,43
523,1290.2975,1225.8689,8358.062,298,4.3298573,43
524,1332.0022,1228.262,8358.062,299,4.454857,43
525,1328.9569,1232.6564,8358.062,300,4.4298563,43
526,1325.8616,1235.8801,8358.062,301,4.4048557,43
527,1322.7163,1233.1167,8358.062,302,4.379855,43
528,1319.521,1259.5116,8358.062,303,4.3548546,42
529,850.3714,1292.7931,8358.062,345,2.4648447,41
530,844.1861,1294.1846,8358.062,346,2.4398441,41
531,837.95074,1298.7968,8358.062,347,2.4148436,41
532,831.66534,1298.4016,8358.062,348,2.389843,41
533,825.33,1298.7029,8359.639,349,2.3648424,41
534,818.94464,1295.9612,8361.864,350,2.3398418,41
535,812.5093,1294.3839,8361.864,351,2.3148413,41
536,806.0239,1293.1456,8361.864,352,2.2898407,41
537,799.4886,1291.3969,8361.864,353,2.2648401,41
538,792.9032,1291.2411,8361.864,354,2.2398396,41
539,786.2678,1294.7886,8361.864,355,2.214839,41
540,779.58246,1295.1288,8361.864,356,2.1898384,41
541,1320.8318,1267.5026,8361.864,316,4.1798472,42
542,1364.6365,1268.0845,8361.864,317,4.304847,42
543,1360.9911,1272.8127,8361.864,318,4.279846,42
544,1405.1458,1277.7195,8361.864,319,4.4048457,42
545,1401.5504,1276.926,8361.864,320,4.379845,42
546,1397.9052,1282.4651,8361.864,321,4.3548446,42
547,1394.2097,1282.408,8361.864,322,4.329844,42
548,1390.4645,1285.4753,8442.766,323,4.3048434,42
549,1386.6691,1282.3607,8444.341,324,4.279843,42
550,1382.8237,1275.4149,8444.341,325,4.2548423,42
551,1378.9283,1276.5741,8444.341,326,4.2298417,42
552,1374.983,1281.2941,8444.341,327,4.204841,42
553,1420.1877,1281.5034,8444.341,328,4.3298407,42
554,1416.2924,1279.2623,8444.341,329,4.30484,42
555,1412.347,1268.2952,8444.341,330,4.2798395,42
556,1408.3517,1270.7068,8444.341,331,4.254839,42
557,1404.3064,1271.115,8444.341,332,4.2298384,42
558,1400.2109,1277.5837,8444.341,333,4.204838,42
559,1396.0657,1279.4099,8444.341,334,4.179837,42
560,1391.8702,1279.7926,8444.341,335,4.1548367,42
561,1438.0249,1284.7721,8444.341,336,4.279836,42
562,1433.8796,1280.1918,8444.341,337,4.2548356,42
563,1429.6842,1278.1416,8444.341,338,4.229835,42
564,1425.4388,1275.1053,8444.341,339,4.2048345,42
565,1472.1436,1285.4763,8444.341,340,4.329834,42
566,1467.9482,1254.6174,8444.341,341,4.3048334,43
567,1463.7029,1252.48,8444.341,342,4.279833,43
568,1459.4075,1284.5292,8444.341,343,4.2548323,42
569,1455.0621,1283.0609,8444.341,344,4.2298317,42
570,555.7762,1313.6044,8444.341,386,1.4398347,41
571,547.541,1323.841,8444.341,387,1.4148347,41
572,539.25586,1320.6445,8444.341,388,1.3898348,41
573,530.9207,1316.1577,8444.341,389,1.3648348,41
574,522.5356,1319.5269,8444.341,390,1.3398348,41
575,514.1004,1316.6304,8444.341,391,1.3148348,41
576,505.61526,1316.4534,8444.341,392,1.2898349,41
577,497.0801,1323.6495,8444.341,393,1.2648349,41
578,1519.6039,1358.9609,8444.341,353,4.3048267,40
579,1515.0585,1361.0804,8444.341,354,4.279826,40
580,1510.4631,1358.8345,8444.341,355,4.2548256,40
581,1505.8177,1355.3754,8444.341,356,4.229825,40
582,1501.1223,1345.9587,8444.341,357,4.2048244,40
583,564.51917,1377.5819,8444.341,399,1.414835,39
584,555.934,1381.9651,8444.341,400,1.389835,39
585,547.2988,1382.4327,8444.341,401,1.364835,39
586,1481.8408,1380.5795,8444.341,361,4.104822,39
587,93.30534,1352.4197,8444.341,359,0.25990346,40
588,84.565254,1350.6124,8444.341,360,0.23490348,40
589,1466.8546,1382.5328,8444.341,364,4.0298204,39
590,1516.5093,1385.5542,8444.341,365,4.15482,39
591,1511.5139,1385.3826,8444.341,366,4.1298194,39
592,49.104904,1418.4844,8444.341,364,0.13490358,38
593,1501.3732,1456.6458,8444.341,368,4.0798182,37
594,1496.2278,1459.0121,8444.341,369,4.0548177,37
595,1491.0323,1457.0472,8444.341,370,4.029817,37
596,1485.787,1455.0077,8444.341,371,4.0048165,37
597,1480.4916,1498.4888,8444.341,372,3.979816,36
598,492.59183,1534.545,8444.341,414,1.1898353,35
599,483.40668,1537.3196,8444.341,415,1.1648353,35
600,474.1715,1536.6549,8444.341,416,1.1398354,35
601,464.88635,1532.567,8444.341,417,1.1148354,35
602,455.5512,1534.2667,8444.341,418,1.0898354,35
603,446.16605,1535.3116,8444.341,419,1.0648354,35
604,436.7309,1531.2024,8444.341,420,1.0398355,35
605,427.24573,1528.5973,8444.341,421,1.0148355,35
606,417.71057,1527.07,8444.341,422,0.9898355,35
607,408.12543,1533.3024,8444.341,423,0.9648355,35
608,462.09027,1586.5004,8444.341,424,1.0898355,34
609,452.5551,1592.319,8444.341,425,1.0648355,34
610,506.86993,1583.874,8444.341,426,1.1898355,34
611,497.3848,1571.3013,8444.341,427,1.1648356,34
612,552.0496,1578.329,8444.341,428,1.2898356,34
613,542.61444,1582.5356,8444.341,429,1.2648356,34
614,533.12933,1579.2544,8444.341,430,1.2398356,34
615,582.45245,1610.1324,8444.341,438,1.3298001,33
616,572.80725,1619.764,8444.341,439,1.3048002,33
617,563.11206,1626.8496,8444.341,440,1.2798002,33
618,559.7887,1576.552,8444.341,434,1.2898357,34
619,680.7035,1579.6263,8444.341,435,1.5648357,34
620,671.36835,1572.1287,8444.341,436,1.5398357,34
621,523.8313,1625.5459,8444.341,444,1.1798003,33
622,513.8861,1626.7029,8444.341,445,1.1548003,33
623,643.0629,1573.658,8444.341,439,1.4648358,34
624,633.5278,1574.1475,8444.341,440,1.4398358,34
625,623.94257,1572.3851,8444.341,441,1.4148358,34
626,614.30743,1574.9004,8444.341,442,1.3898358,34
627,463.4102,1615.7611,8444.341,450,1.0298004,33
628,594.88715,1576.8677,8444.341,444,1.3398359,34
629,651.852,1572.97,8444.341,445,1.4648359,34
630,642.1668,1570.4783,8444.341,446,1.4398359,34
631,632.43164,1524.4634,8444.341,447,1.4148359,35
632,622.6465,1531.0127,8444.341,448,1.389836,35
633,612.81134,1583.1473,8444.341,449,1.364836,34
634,602.9262,1580.4243,8444.341,450,1.339836,34
635,592.991,1578.4852,8444.341,451,1.314836,34
636,583.0059,1575.3586,8444.341,452,1.289836,34
637,572.97076,1573.9408,8444.341,453,1.2648361,34
638,562.88556,1580.4395,8444.341,454,1.2398361,34
639,552.7504,1582.3046,8444.341,455,1.2148361,34
640,610.9653,1540.4263,8444.341,456,1.3398361,35
641,600.8801,1542.1381,8444.341,457,1.3148361,35
642,590.745,1544.8625,8444.341,458,1.2898362,35
643,597.6552,1506.1274,8444.341,418,1.4297972,36
644,588.61005,1501.7595,8444.341,419,1.4047972,36
645,369.51483,1452.5623,8444.341,420,0.8797972,37
646,359.86963,1468.8293,8456.672,421,0.85479724,37
647,350.17444,1472.487,8456.672,422,0.82979727,37
648,340.42926,1466.4121,8456.672,423,0.8047973,37
649,394.23404,1466.3881,8456.672,424,0.9297973,37
650,384.53885,1459.1388,8456.672,425,0.9047973,37
651,3362.9314,1421.4423,8456.672,380,8.849819,38
652,3362.2559,1375.8479,8456.672,381,8.824819,39
653,3170.5305,1373.7526,8456.672,382,8.299818,39
654,3169.2551,1377.9412,8528.271,383,8.274817,39
655,3167.9297,1367.3231,8528.271,384,8.249817,39
656,3166.5542,1358.6298,8528.271,385,8.224816,39
657,3165.129,1352.1208,8528.271,386,8.199816,39
658,3221.7034,1349.8462,8528.271,387,8.324815,39
659,3220.328,1350.0144,8528.271,388,8.299814,39
660,3277.2524,1349.9286,8528.271,389,8.424813,39
661,3275.927,1383.2584,8528.271,390,8.399813,38
662,3274.5515,1385.3887,8528.271,391,8.374812,38
663,3273.1262,1384.6274,8528.271,392,8.349812,38
664,3330.6006,1384.0288,8528.271,393,8.474811,38
665,57.110947,1425.6278,8528.271,440,0.12979761,37
666,46.21574,1429.1892,8528.271,441,0.104797594,37
667,3385.724,1391.0173,8580.196,396,8.5498085,38
668,3443.8987,1388.093,8580.196,397,8.674808,38
669,3502.323,1430.1217,8580.196,398,8.799807,37
670,3501.1477,1429.8243,8580.196,399,8.774806,37
671,3431.9392,1465.0052,8580.196,352,9.749827,36
672,3432.8638,1468.0024,8661.172,353,9.724827,36
673,3433.7385,1467.2626,8661.172,354,9.699826,36
674,3434.5632,1464.3635,8661.172,355,9.674826,36
675,3435.3376,1464.1112,8750.496,356,9.649825,36
676,3436.0623,1458.5948,8750.496,357,9.624825,36
677,3735.119,1507.9536,8750.496,406,9.1998005,35
678,3734.1436,1512.6993,8750.496,407,9.1748,35
679,3545.936,1476.2024,8750.496,360,9.849822,36
680,3546.7605,1475.8705,8750.496,361,9.824821,36
681,3547.5352,1479.0347,8750.496,362,9.799821,36
682,3548.2598,1433.9365,8750.496,363,9.77482,37
683,3548.9343,1434.0043,8750.496,364,9.74982,37
684,3549.559,1476.8853,8750.496,365,9.724819,36
685,3605.0334,1477.9984,8750.496,366,9.849818,36
686,3605.708,1474.488,8806.671,367,9.824818,36
687,3606.3328,1476.033,8806.671,368,9.799817,36
688,3606.9072,1471.1052,8806.671,369,9.7748165,36
689,3607.432,1471.5021,8806.671,370,9.749816,36
690,3607.9065,1465.2931,8806.671,371,9.724815,36
691,3664.1309,1466.1702,8806.671,372,9.849814,36
692,3664.6555,1464.5597,8806.671,373,9.824814,36
693,3721.23,1460.1453,8806.671,374,9.949813,36
694,3721.8047,1459.318,8874.2705,375,9.924812,36
695,3722.329,1500.6862,8874.2705,376,9.899812,35
696,3722.8037,1496.7445,8874.2705,377,9.874811,35
697,3779.9282,1495.1573,8874.2705,378,9.99981,35
698,179.26225,1543.0437,8960.2705,355,0.5049641,34
699,170.86723,1539.2749,8960.2705,356,0.47996414,34
700,215.9722,1539.9645,8960.2705,357,0.60496414,34
701,207.62717,1547.4939,8960.2705,358,0.57996416,34
702,199.23215,1546.6003,9046.67,359,0.5549642,34
703,244.78711,1550.8623,9046.67,360,0.6799642,34
704,3647.8003,1610.3856,9142.97,385,9.474806,33
705,3705.5247,1609.8583,9142.97,386,9.599805,33
706,3705.4492,1618.0314,9239.67,387,9.574804,33
707,3705.3237,1611.9039,9239.67,388,9.549804,33
708,3705.1484,1614.6135,9239.67,389,9.524803,33
709,3763.4229,1666.1997,9239.67,390,9.649802,32
710,3567.7974,1662.2488,9239.67,391,9.124802,32
711,3625.9219,1651.0305,9239.67,392,9.249801,32
712,3625.3464,1658.095,9239.67,393,9.2248,32
713,3624.721,1660.0989,9239.67,394,9.1998,32
714,3683.2954,1657.51,9239.67,395,9.324799,32
715,3682.72,1660.9983,9239.67,396,9.299798,32
716,3741.6445,1662.4376,9239.67,397,9.424797,32
717,3741.119,1715.4109,9239.67,398,9.3997965,31
718,339.36166,1769.5316,9239.67,375,0.90496445,30
719,330.86664,1780.7509,9239.67,376,0.8799645,30
720,322.32162,1797.3556,9239.67,377,0.8549645,30
721,313.7266,1746.1241,9239.67,378,0.8299645,31
722,305.08157,1744.2135,9239.67,379,0.80496454,31
723,353.38654,1750.3046,9239.67,380,0.92996454,31
724,459.0915,1755.8041,9239.67,381,1.2049645,31
725,450.74646,1752.5044,9239.67,382,1.1799645,31
726,442.35144,1753.4412,9239.67,383,1.1549646,31
727,433.9064,1762.476,9239.67,384,1.1299646,31
728,483.16138,1824.8226,9239.67,385,1.2549646,30
729,474.76633,1807.759,9239.67,386,1.2299646,30
730,466.32132,1805.9557,9239.67,387,1.2049646,30
731,457.8263,1796.7518,9239.67,388,1.1799647,30
732,449.28125,1803.4633,9239.67,389,1.1549647,30
733,440.68625,1792.1912,9239.67,390,1.1299647,30
734,432.0412,1735.0253,9239.67,391,1.1049647,31
735,423.3462,1739.8503,9239.67,392,1.0799648,31
736,414.60117,1736.7732,9239.67,393,1.0549648,31
737,464.90613,1732.7115,9239.67,394,1.1799648,31
738,515.46106,1745.0706,9239.67,395,1.3049648,31
739,506.86606,1746.8265,9239.67,396,1.2799648,31
740,498.22104,1807.8954,9239.67,397,1.2549648,30
741,487.2023,1696.4989,9239.67,336,1.4500068,32
742,480.22733,1700.4032,9239.67,337,1.4250069,32
743,473.20233,1695.9702,9239.67,338,1.4000069,32
744,463.14093,1755.3546,9239.67,401,1.1549649,31
745,454.2459,1758.671,9239.67,402,1.129965,31
746,445.30087,1757.706,9239.67,403,1.104965,31
747,436.30585,1758.6884,9239.67,404,1.079965,31
748,427.26083,1761.4348,9239.67,405,1.054965,31
749,418.1658,1754.9673,9239.67,406,1.029965,31
750,409.02078,1754.554,9239.67,407,1.0049651,31
751,399.82574,1764.1265,9239.67,408,0.9799651,31
752,390.58072,1760.0325,9239.67,409,0.9549651,31
753,442.7857,1761.3132,9239.67,410,1.0799651,31
754,433.59067,1746.5358,9239.67,411,1.0549651,31
755,367.50247,1692.8373,9239.67,350,1.0500071,32
756,412.4275,1688.1917,9239.67,351,1.1750071,32
757,510.4025,1693.2786,9239.67,352,1.4500071,32
758,503.0275,1695.2455,9239.67,353,1.4250071,32
759,495.6025,1693.7592,9239.67,354,1.4000071,32
760,488.12753,1697.365,9239.67,355,1.3750072,32
761,534.00256,1696.2018,9239.67,356,1.5000072,32
762,580.12756,1694.4048,9239.67,357,1.6250072,32
763,626.50256,1697.0447,9239.67,358,1.7500072,32
764,619.2776,1698.8209,9239.67,359,1.7250072,32
765,612.00256,1703.5563,9239.67,360,1.7000072,32
766,604.6776,1693.1262,9239.67,361,1.6750072,32
767,597.3026,1689.9834,9239.67,362,1.6500072,32
768,589.8776,1692.9927,9239.67,363,1.6250073,32
769,582.40265,1692.5507,9239.67,364,1.6000073,32
770,574.8777,1697.3386,9239.67,365,1.5750073,32
771,622.2027,1699.926,9239.67,366,1.7000073,32
772,614.7277,1701.9429,9239.67,367,1.6750073,32
773,607.2027,1701.4774,9239.67,368,1.6500074,32
774,599.62775,1705.3119,9239.67,369,1.6250074,32
775,592.00275,1689.7096,9239.67,370,1.6000074,32
776,584.32776,1695.7815,9239.67,371,1.5750074,32
777,576.6028,1708.8206,9239.67,372,1.5500075,32
778,568.8278,1711.7501,9239.67,373,1.5250075,32
779,617.1028,1700.6466,9239.67,374,1.6500075,32
780,609.3778,1697.1326,9239.67,375,1.6250075,32
781,601.60284,1639.0021,9239.67,376,1.6000075,33
782,593.77783,1635.2908,9239.67,377,1.5750076,33
783,585.9029,1631.0887,9239.67,378,1.5500076,33
784,577.9779,1627.5181,9239.67,379,1.5250076,33
785,570.0029,1639.2963,9239.67,380,1.5000076,33
786,561.9779,1649.6593,9239.67,381,1.4750077,33
787,361.8053,1598.9452,9239.67,316,1.1449535,34
788,355.02527,1604.4564,9239.67,317,1.1199535,34
789,348.19522,1607.0546,9239.67,318,1.0949535,34
790,437.01517,1610.7538,9239.67,319,1.3699535,34
791,430.38513,1606.9869,9239.67,320,1.3449535,34
792,423.70508,1611.3673,9239.67,321,1.3199536,34
793,416.97507,1610.5712,9239.67,322,1.2949536,34
794,410.195,1608.3662,9239.67,323,1.2699536,34
795,403.365,1609.488,9239.67,324,1.2449536,34
796,396.48492,1613.8209,9239.67,325,1.2199537,34
797,389.5549,1566.9376,9239.67,326,1.1949537,35
798,382.57486,1562.8395,9239.67,327,1.1699537,35
799,375.54483,1561.49,9239.67,328,1.1449537,35
800,368.46478,1561.9841,9239.67,329,1.1199538,35
801,410.83475,1572.5817,9239.67,330,1.2449538,35
802,403.8047,1547.3478,9239.67,331,1.2199538,35
803,396.72467,1558.7083,9239.67,332,1.1949538,35
804,389.59464,1552.2372,9239.67,333,1.1699538,35
805,382.41458,1548.4431,9239.67,334,1.1449538,35
806,425.43454,1549.5533,9239.67,335,1.2699538,35
807,418.3045,1540.5952,9239.67,336,1.2449539,35
808,411.12445,1535.5426,9239.67,337,1.2199539,35
809,454.59442,1585.8882,9239.67,338,1.3449539,34
810,498.31436,1639.3113,9239.67,339,1.4699539,33
811,1383.6633,1600.0392,9239.67,317,4.3648686,34
812,1380.078,1552.4617,9239.67,318,4.339868,35
813,1376.4427,1548.4218,9239.67,319,4.3148675,35
814,1372.7574,1548.4849,9239.67,320,4.289867,35
815,1369.0221,1549.8652,9239.67,321,4.2648664,35
816,586.0095,1514.0137,9239.67,299,1.9598981,36
817,580.4694,1510.235,9239.67,300,1.9348981,36
818,574.87933,1509.9144,9239.67,301,1.9098982,36
819,569.23926,1512.852,9239.67,302,1.8848982,36
820,563.54913,1508.0328,9239.67,303,1.8598982,36
821,557.8091,1502.8943,9239.67,304,1.8348982,36
822,552.019,1496.9542,9239.67,305,1.8098983,36
823,546.1789,1500.2352,9239.67,306,1.7848983,36
824,540.28876,1496.6995,9239.67,307,1.7598983,36
825,534.3487,1495.0647,9239.67,308,1.7348983,36
826,528.3586,1453.1836,9239.67,309,1.7098984,37
827,522.3185,1460.1405,9239.67,310,1.6848984,37
828,609.5284,1472.3906,9239.67,311,1.9598984,37
829,603.6883,1471.6707,9239.67,312,1.9348984,37
830,597.7982,1476.6896,9239.67,313,1.9098984,37
831,591.8581,1517.5621,9239.67,314,1.8848984,36
832,585.868,1521.2976,9239.67,315,1.8598984,36
833,579.82794,1521.3373,9239.67,316,1.8348985,36
834,573.7378,1520.0387,9239.67,317,1.8098985,36
835,615.2977,1535.3988,9239.67,318,1.9348985,36
836,609.2576,1486.0248,9239.67,319,1.9098985,37
837,603.16754,1487.6604,9239.67,320,1.8848985,37
838,645.17737,1470.4524,9239.67,321,2.0098984,37
839,687.43713,1465.4471,9239.67,322,2.134898,37
840,681.4968,1506.5269,9239.67,323,2.1098974,36
841,675.5066,1502.5952,9239.67,324,2.0848968,36
842,669.46625,1502.1217,9239.67,325,2.0598962,36
843,663.376,1507.7858,9239.67,326,2.0348957,36
844,657.2357,1516.9752,9239.67,327,2.009895,36
845,1444.3123,1559.8412,9239.67,351,4.1148496,35
846,1439.6268,1558.6816,9239.67,352,4.089849,35
847,1434.8915,1560.608,9239.67,353,4.0648484,35
848,1430.1061,1563.9027,9239.67,354,4.039848,35
849,1425.2708,1568.9473,9239.67,355,4.0148473,35
850,1473.7854,1617.8165,9239.67,356,4.139847,34
851,1469.0001,1616.7788,9239.67,357,4.114846,34
852,1464.1648,1623.6808,9239.67,358,4.0898457,34
853,1459.2794,1622.6487,9239.67,359,4.064845,34
854,1508.3441,1617.5315,9239.67,360,4.1898446,34
855,1503.5087,1624.3837,9239.67,361,4.164844,34
856,527.4326,1671.8423,9239.67,385,1.3699548,33
857,1548.1381,1636.5676,9239.67,363,4.264843,34
858,1543.3026,1650.3618,9239.67,364,4.2398424,34
859,502.4425,1702.0061,9239.67,388,1.2949549,33
860,494.01245,1697.9315,9239.67,389,1.2699549,33
861,485.53244,1751.3927,9239.67,390,1.244955,32
862,477.00238,1752.9814,9239.67,391,1.219955,32
863,468.42236,1746.4438,9239.67,392,1.194955,32
864,459.79233,1742.0952,9239.67,393,1.169955,32
865,451.11227,1743.561,9239.67,394,1.144955,32
866,442.38226,1750.4653,9239.67,395,1.1199551,32
867,493.0022,1748.3857,9239.67,396,1.2449551,32
868,484.32217,1744.1979,9239.67,397,1.2199551,32
869,475.59213,1747.0337,9239.67,398,1.1949551,32
870,466.8121,1750.5507,9239.67,399,1.1699551,32
871,457.98206,1747.2772,9239.67,400,1.1449552,32
872,449.10202,1747.6705,9239.67,401,1.1199552,32
873,440.172,1750.8081,9239.67,402,1.0949552,32
874,491.64194,1748.2189,9239.67,403,1.2199552,32
875,482.7619,1748.1721,9239.67,404,1.1949552,32
876,473.83188,1743.7015,9239.67,405,1.1699553,32
877,589.9947,1794.2535,9239.67,472,1.2499888,31
878,579.41974,1791.3654,9239.67,473,1.2249888,31
879,446.74176,1731.7158,9239.67,408,1.0949553,32
880,437.61172,1726.7919,9239.67,409,1.0699553,32
881,428.4317,1728.9148,9239.67,410,1.0449554,32
882,419.20166,1732.8533,9239.67,411,1.0199554,32
883,409.92163,1727.606,9239.67,412,0.9949554,32
884,514.91974,1783.914,9239.67,479,1.074989,31
885,453.31155,1850.0319,9239.67,414,1.0949554,30
886,444.03152,1841.4137,9239.67,415,1.0699555,30
887,434.70148,1821.9142,9239.67,416,1.0449555,30
888,487.87143,1818.6229,9239.67,417,1.1699555,30
889,478.5914,1814.7649,9239.67,418,1.1449555,30
890,469.26138,1880.9418,9239.67,419,1.1199555,29
891,459.88135,1885.3126,9239.67,420,1.0949556,29
892,1249.6498,1877.1925,9239.67,398,3.1398234,29
893,633.5163,1813.364,9239.67,376,1.6848838,30
894,625.7762,1817.0841,9239.67,377,1.6598839,30
895,1289.1436,1876.2642,9239.67,401,3.2148218,29
896,1282.3081,1873.8043,9239.67,402,3.1898212,29
897,1275.4227,1878.934,9239.67,403,3.1648207,29
898,1268.4873,1881.1692,9239.67,404,3.13982,29
899,1322.252,1879.9866,9239.67,405,3.2648196,29
900,1315.3666,1888.7784,9239.67,406,3.239819,29
901,1308.4312,1886.6473,9239.67,407,3.2148185,29
902,619.80536,1831.596,9239.67,385,1.609884,30
903,611.76526,1824.9441,9239.67,386,1.584884,30
904,603.6751,1823.7623,9239.67,387,1.5598841,30
905,595.53503,1821.4957,9239.67,388,1.5348841,30
906,587.3449,1828.5988,9239.67,389,1.5098841,30
907,637.6048,1824.0637,9239.67,390,1.6348841,30
908,1382.6832,1887.0938,9239.67,414,3.3398147,29
909,1375.6478,1886.9714,9239.67,415,3.314814,29
910,1368.5624,1886.4786,9239.67,416,3.2898135,29
911,1423.977,1866.2026,9239.67,417,3.414813,29
912,1416.9417,1867.6771,9239.67,418,3.3898125,29
913,1409.8562,1879.301,9239.67,419,3.364812,29
914,1465.7208,1880.3785,9239.67,420,3.4898114,29
915,1458.6854,1881.1581,9239.67,421,3.4648108,29
916,1451.6,1880.4059,9239.67,422,3.4398103,29
917,1444.4645,1879.2318,9239.67,423,3.4148097,29
918,1500.8792,1877.7491,9239.67,424,3.5398092,29
919,1493.7937,1883.4736,9239.67,425,3.5148087,29
920,1486.6582,1885.3407,9239.67,426,3.489808,29
921,700.8933,1827.1256,9239.67,404,1.7348844,30
922,692.5032,1834.2806,9239.67,405,1.7098844,30
923,684.06305,1833.885,9239.67,406,1.6848844,30
924,675.573,1772.2074,9239.67,407,1.6598845,31
925,667.03284,1775.6185,9239.67,408,1.6348845,31
926,719.7927,1775.1787,9239.67,409,1.7598845,31
927,711.3027,1775.8801,9239.67,410,1.7348845,31
928,322.4012,1710.8608,9239.67,248,1.3000048,32
929,694.1724,1775.9973,9239.67,412,1.6848845,31
930,685.53235,1765.3108,9239.67,413,1.6598846,31
931,676.8422,1768.731,9239.67,414,1.6348846,31
932,730.3521,1767.7269,9239.67,415,1.7598846,31
933,721.712,1768.2404,9239.67,416,1.7348846,31
934,713.0219,1780.2831,9239.67,417,1.7098846,31
935,766.9818,1780.5515,9239.67,418,1.8348846,31
936,758.3417,1791.2263,9239.67,419,1.8098847,31
937,749.65155,1790.0592,9239.67,420,1.7848847,31
938,740.91144,1797.326,9239.67,421,1.7598847,31
939,732.12134,1812.3495,9239.67,422,1.7348847,31
940,723.28125,1809.0131,9239.67,423,1.7098848,31
941,371.92633,1768.166,9239.67,261,1.4250051,32
942,366.80133,1763.6411,9239.67,262,1.4000051,32
943,361.62634,1761.4974,9239.67,263,1.3750051,32
944,396.00134,1768.776,9239.67,264,1.5000051,32
945,390.87637,1777.1805,9239.67,265,1.4750051,32
946,385.7014,1772.3528,9239.67,266,1.4500052,32
947,380.47638,1718.3809,9239.67,267,1.4250052,33
948,375.2014,1720.8855,9239.67,268,1.4000052,33
949,369.8764,1721.6895,9239.67,269,1.3750052,33
950,405.0014,1723.4984,9239.67,270,1.5000052,33
951,285.12076,1665.4906,9239.67,198,1.4400038,34
952,394.40143,1724.1113,9239.67,272,1.4500053,33
953,389.02646,1724.7063,9239.67,273,1.4250053,33
954,304.51578,1669.2394,9239.67,201,1.5150038,34
955,300.98077,1677.9734,9239.67,202,1.4900038,34
956,297.39578,1679.6008,9239.67,203,1.4650038,34
957,270.0765,1784.9624,9239.67,277,0.9750054,32
958,264.1015,1784.7384,9239.67,278,0.9500054,32
959,258.0765,1775.0002,9239.67,279,0.92500544,32
960,252.00153,1781.0171,9239.67,280,0.90000546,32
961,245.87654,1845.6414,9239.67,281,0.8750055,31
962,282.00156,1848.4174,9239.67,282,1.0000055,31
963,275.92654,1864.353,9239.67,283,0.9750055,31
964,269.80157,1863.395,9239.67,284,0.95000553,31
965,306.3766,1872.3016,9239.67,285,1.0750055,31
966,343.20157,1869.6174,9239.67,286,1.2000055,31
967,380.27658,1877.621,9239.67,287,1.3250055,31
968,374.4016,1882.9714,9239.67,288,1.3000056,31
969,368.47662,1869.0066,9239.67,289,1.2750056,31
970,339.6059,1818.381,9239.67,217,1.5650041,32
971,335.7209,1815.4576,9239.67,218,1.5400041,32
972,331.78592,1831.4125,9239.67,219,1.5150042,32
973,327.80093,1839.1237,9239.67,220,1.4900042,32
974,356.91592,1784.533,9239.67,221,1.6150042,33
975,352.98093,1788.862,9239.67,222,1.5900042,33
976,20.875566,1716.0405,9239.67,167,0.1250034,34
977,16.800568,1709.4756,9239.67,168,0.100003384,34
978,38.025578,1696.1855,9239.67,169,0.22500342,34
979,34.000587,1648.2025,9239.67,170,0.20000345,35
980,29.925592,1651.2341,9239.67,171,0.17500347,35
981,25.8006,1635.9337,9239.67,172,0.1500035,35
982,21.625608,1690.6846,9239.67,173,0.12500352,34
983,17.40061,1685.8828,9239.67,174,0.1000035,34
984,13.12561,1671.0148,9239.67,175,0.07500349,34
985,380.48102,1779.199,9239.67,232,1.6400044,32
986,376.29602,1766.484,9239.67,233,1.6150044,32
987,372.06104,1770.1733,9239.67,234,1.5900044,32
988,431.20184,1824.9874,9239.67,308,1.4000059,31
989,424.87683,1817.3167,9239.67,309,1.375006,31
990,465.00186,1822.4202,9239.67,310,1.500006,31
991,458.72687,1823.8591,9239.67,311,1.475006,31
992,452.4019,1805.6273,9239.67,312,1.450006,31
993,446.0269,1804.4819,9239.67,313,1.425006,31
994,439.6019,1813.0233,9239.67,314,1.400006,31
995,433.12692,1812.3861,9239.67,315,1.3750061,31
996,474.00192,1794.8157,9239.67,316,1.5000061,31
997,467.57693,1795.3788,9239.67,317,1.4750061,31
998,461.10196,1797.2568,9239.67,318,1.4500061,31
999,454.57697,1803.8347,9239.67,319,1.4250062,31
1000,448.00198,1803.8298,9239.67,320,1.4000062,31
1001,489.52698,1788.3158,9239.67,321,1.5250062,31
1002,531.302,1843.373,9239.67,322,1.6500062,30
