0,0.0,2.0,0.0,1.0,15,
Frame,Mean Fitness,Maximum Fitness,Mean Age,Mean Health,Population,
0,1.0049999,2.0,1.0,1.0049999,15,
1,6.0000005,6.7200003,6.0,1.0000001,15,
2,10.590939,15.344999,10.4375,1.0134375,16,
3,14.93853,21.92,14.529411,1.0244117,17,
4,20.684118,37.695,19.529411,1.052353,17,
5,24.918613,49.92,23.277779,1.0669446,18,
6,31.096395,63.39499,28.277779,1.0919443,18,
7,37.02417,83.51997,33.27778,1.1086111,18,
8,43.318615,100.24495,38.27778,1.1252779,18,
9,49.196396,118.21992,43.27778,1.1336113,18,
10,55.782497,129.79488,48.27778,1.1502779,18,
11,61.13528,141.11984,53.27778,1.1419444,18,
12,66.404724,161.34479,58.27778,1.1336111,18,
13,72.14083,182.81975,63.27778,1.1336111,18,
14,74.35553,194.89468,64.89474,1.1334211,19,
15,78.87526,206.71962,69.89474,1.1163158,19,
16,85.25289,218.29456,74.89474,1.1307894,19,
17,90.94631,229.61948,79.89474,1.1294737,19,
18,97.344986,254.3444,84.89474,1.1360525,19,
19,102.522606,265.9193,89.89474,1.1347367,19,
20,108.21603,277.24423,94.89474,1.1334208,19,
21,116.19366,288.31912,99.89474,1.1557893,19,
22,123.20286,299.144,104.89474,1.1702628,19,
23,129.05415,309.7189,109.89474,1.1689469,19,
24,139.06862,338.1938,114.89474,1.2071047,19,
25,138.78142,349.01868,113.9,1.2029995,20,
26,144.7039,359.59354,118.9,1.2004994,20,
27,153.57887,390.31842,123.9,1.2354993,20,
28,161.64139,443.44333,128.9,1.2479993,20,
29,172.65636,521.2182,133.9,1.282999,20,
30,182.39383,557.94305,138.9,1.302999,20,
31,189.71384,595.91797,143.9,1.3154988,20,
32,198.3663,610.9928,148.9,1.3279988,20,
33,208.98125,650.71765,153.9,1.3629987,20,
34,218.00374,666.0425,158.9,1.3829986,20,
35,224.48123,707.51733,163.9,1.3804986,20,
36,232.32121,723.0921,168.9,1.3929985,20,
37,247.31364,766.31696,173.9,1.4354984,20,
38,257.00116,782.1418,178.9,1.4479983,20,
39,263.8736,797.71655,183.9,1.4454981,20,
40,331.158,873.34143,186.76471,1.769115,17,
41,341.67706,920.8162,191.76471,1.7794088,17,
42,355.88144,937.891,196.76471,1.8073499,17,
43,368.29163,954.7158,201.76471,1.8264674,17,
44,356.95422,971.2906,195.33333,1.7816633,18,
45,366.77917,987.61536,200.33333,1.7899965,18,
46,380.04578,1038.3401,205.33333,1.8149962,18,
47,394.77075,1054.9149,210.33333,1.8483293,18,
48,399.9679,1143.5397,215.33333,1.8288847,18,
49,416.99554,1198.0144,220.33333,1.8622178,18,
50,423.27612,1216.0892,225.33333,1.8344398,18,
51,439.23157,1233.914,230.33333,1.867773,18,
52,450.62878,1251.4886,235.33333,1.876106,18,
53,458.43423,1308.7134,240.33333,1.8677728,18,
54,473.5814,1326.5381,245.33333,1.8927724,18,
55,481.18686,1344.1129,250.33333,1.8844389,18,
56,500.81732,1403.5876,255.33333,1.9261055,18,
57,478.04163,1421.4124,246.73685,1.8610468,19,
58,548.1866,1482.6371,247.11765,2.1055815,17,
59,569.1587,1500.7117,252.11765,2.1423461,17,
60,583.8541,1518.5364,257.11765,2.15264,17,
61,595.95245,1536.1111,262.11765,2.1541102,17,
62,615.6803,1600.0858,267.11765,2.1996982,17,
63,635.5905,1712.7106,272.11765,2.2276392,17,
64,692.0197,1731.7852,274.375,2.3874915,16,
65,714.4947,1750.6099,279.375,2.428116,16,
66,737.9195,1769.1846,284.375,2.4593658,16,
67,763.7757,1837.9092,289.375,2.4999905,16,
68,778.4599,1856.7339,294.375,2.5124903,16,
69,794.22534,1875.3085,299.375,2.52499,16,
70,798.144,1893.633,304.375,2.4968646,16,
71,812.05334,1911.7078,309.375,2.4999897,16,
72,824.55945,1929.5323,314.375,2.5031145,16,
73,839.5436,1947.1069,319.375,2.512489,16,
74,848.79034,1964.4316,324.375,2.5031137,16,
75,798.58374,1981.5062,310.11765,2.3788128,17,
76,796.7939,1998.3308,315.11765,2.3420475,17,
77,820.76,2014.9054,320.11765,2.3876357,17,
78,841.4819,2031.23,325.11765,2.4214587,17,
79,848.8302,2047.3046,330.11765,2.4052825,17,
80,863.5345,2123.279,335.11765,2.415576,17,
81,884.3946,2139.6038,340.11765,2.4435174,17,
82,882.36365,2155.6782,345.11765,2.4155755,17,
83,900.1502,2171.503,350.11765,2.4258695,17,
84,873.0125,2187.0774,335.3889,2.3813763,18,
85,889.7929,2202.4019,340.3889,2.398043,18,
86,893.2316,2217.4766,345.3889,2.381376,18,
87,928.6705,2297.7012,350.3889,2.431376,18,
88,925.6008,2379.1755,355.3889,2.4174867,18,
89,953.8533,2461.9001,360.3889,2.45082,18,
90,964.5894,2478.2249,365.3889,2.4508197,18,
91,993.9642,2494.2993,370.3889,2.4647083,18,
92,1009.1861,2579.2737,375.3889,2.4813745,18,
93,1037.5667,2665.4983,380.3889,2.523041,18,
94,1048.1969,2682.3228,385.3889,2.5147073,18,
95,1072.9022,2841.6975,390.3889,2.5480406,18,
96,1093.041,2859.522,395.3889,2.5730405,18,
97,1115.0963,2949.9963,400.3889,2.5897067,18,
98,1133.7184,3041.721,405.3889,2.59804,18,
99,1153.6072,3134.6956,410.3889,2.6147063,18,
100,1176.8208,3228.92,415.3889,2.6369283,18,
101,1202.1539,3324.3945,420.3889,2.6619277,18,
102,1214.7205,3344.469,425.3889,2.6619275,18,
103,1245.2369,3364.2935,430.3889,2.7035947,18,
104,1337.4949,3462.0178,430.35294,2.8805702,17,
105,1271.0065,3482.0923,411.27777,2.7602606,18,
106,1286.9756,3581.567,416.27777,2.7685935,18,
107,1322.7115,3682.2913,421.27777,2.8269265,18,
108,1347.7308,3784.2659,426.27777,2.8519263,18,
109,1363.3807,3805.59,431.27777,2.8324819,18,
110,1380.411,3826.6646,436.27777,2.8324814,18,
111,1403.9414,3847.489,441.27777,2.8741477,18,
112,1453.7799,4036.3635,446.27777,2.9491475,18,
113,1404.789,4227.988,427.6842,2.8852448,19,
114,1417.6664,4251.0625,432.6842,2.8918235,19,
115,1395.7781,4273.8867,437.6842,2.8220866,19,
116,1409.6002,4383.6113,442.6842,2.799718,19,
117,1367.6161,4670.3857,425.3,2.7384818,20,
118,1384.711,4784.1104,430.3,2.7509813,20,
119,1401.4209,4809.6846,435.3,2.7534814,20,
120,1425.1129,4925.1587,440.3,2.773481,20,
121,1440.3577,4950.983,445.3,2.7709808,20,
122,1469.3926,4976.5576,450.3,2.7959805,20,
123,1485.6398,5001.882,455.3,2.8084798,20,
124,1503.0696,5120.106,460.3,2.8284798,20,
125,1514.2318,5145.68,465.3,2.8084793,20,
126,1533.8264,5265.6543,470.3,2.8209796,20,
127,1485.2334,5291.4785,452.85715,2.7737894,21,
128,1504.7054,5413.2026,457.85715,2.7987895,21,
129,1536.0491,5439.277,462.85715,2.8309321,21,
130,1485.1373,5562.751,446.77274,2.7570257,22,
131,1507.6191,5687.475,451.77274,2.7729347,22,
132,1536.4098,5912.5986,456.77274,2.8092978,22,
133,1570.371,6040.5728,461.77274,2.8592978,22,
134,1589.7437,6069.147,466.77274,2.8661156,22,
135,1599.9976,6097.471,471.77274,2.8752062,22,
136,1616.8203,6125.5454,476.77274,2.8842971,22,
137,1645.0106,6153.3696,481.77274,2.9206605,22,
138,1678.4882,6284.5938,486.77274,2.9774783,22,
139,1694.0216,6312.668,491.77274,2.9797509,22,
140,1731.2599,6445.642,496.77274,3.0229325,22,
141,1747.2577,6473.9663,501.77274,3.0229323,22,
142,1773.2731,6502.0405,506.77274,3.0524774,22,
143,1799.891,6637.264,511.77274,3.0752044,22,
144,1837.6793,6773.7383,516.7727,3.1252038,22,
145,1865.1609,6802.5625,521.7727,3.1547492,22,
146,1878.0883,6831.1367,526.7727,3.1638398,22,
147,1905.4921,6969.8604,531.7727,3.1797485,22,
148,1934.9714,6998.6846,536.7727,3.2092936,22,
149,1950.0984,7027.259,541.7727,3.2024758,22,
150,1974.0956,7055.583,546.7727,3.238839,22,
151,1984.4843,7197.057,551.7727,3.2388382,22,
152,2019.8816,7339.781,556.7727,3.2820196,22,
153,2054.2307,7368.855,561.7727,3.3252013,22,
154,2182.9658,7397.679,557.0476,3.5075912,21,
155,2211.0403,7775.452,562.0476,3.5230672,21,
156,2251.872,8040.3257,567.0476,3.569495,21,
157,2292.3542,8190.05,572.0476,3.6159232,21,
158,2323.3574,8341.023,577.0476,3.6266375,21,
159,2353.2031,8373.848,582.0476,3.6444943,21,
160,2405.7778,8646.721,587.0476,3.7052083,21,
161,2448.3667,8680.545,592.0476,3.7492552,21,
162,2481.6294,8714.119,597.0476,3.7671115,21,
163,2492.3352,8747.443,602.0476,3.756397,21,
164,2526.3909,8780.518,607.0476,3.7718728,21,
165,2559.9988,8813.341,612.0476,3.7968729,21,
166,2600.0469,9095.215,617.0476,3.812348,21,
167,2622.7002,9129.039,622.0476,3.8302052,21,
168,2551.7732,9162.612,598.5909,3.7456498,22,
169,2591.9912,9195.937,603.5909,3.782013,22,
170,2525.4575,9229.011,582.3043,3.694969,23,
171,2521.5059,9261.835,587.3043,3.6743155,23,
172,2544.6284,9423.559,592.3043,3.6754024,23,
173,2558.305,9586.532,597.3043,3.661272,23,
174,2574.3816,9750.756,602.3043,3.6623588,23,
175,2576.0566,9784.83,607.3043,3.6417058,23,
176,2608.2332,9818.654,612.3043,3.6623578,23,
177,2618.8464,9985.128,617.3043,3.6569233,23,
178,2648.0647,10019.201,622.3043,3.6710534,23,
179,2683.333,10053.025,627.3043,3.6982267,23,
180,2717.14,10086.6,632.3043,3.703661,23,
181,2761.591,10255.823,637.3043,3.7286603,23,
